800,0.0135
801,0.0116
802,0.0111
803,0.0327
804,0.0209
805,0.0145
806,0.0081
807,0.0148
808,0.0161
809,0.0213
810,0.0189
811,0.0213
812,0.0141
813,0.0236
814,0.0384
815,0.0078
816,0.0342
817,0.0039
818,0.0391
819,0.0168
820,0.02
821,0.0145
822,0.0206
823,0.0233
824,0.0085
825,0.0193
826,0.0113
827,0.0257
828,0.0225
829,0.017
830,0.0201
831,0.0237
832,0.0363
833,0.0193
834,0.0198
835,0.0229
836,0.0228
837,0.017
838,0.0204
839,0.0129
840,0.0195
841,0.0295
842,0.0177
843,0.0148
844,0.0235
845,0.022
846,0.0102
847,0.0231
848,0.0212
849,0.0146
850,0.0256
851,0.0254
852,0.0209
853,0.0131
854,0.0192
855,0.0223
856,0.0226
857,0.0132
858,0.0224
859,0.0135
860,0.0194
861,0.0197
862,0.0116
863,0.0182
864,0.0207
865,0.0202
866,0.0229
867,0.0174
868,0.0251
869,0.0202
870,0.0193
871,0.0165
872,0.0326
873,0.013
874,0.0371
875,0.0322
876,0.0202
877,0.0249
878,0.0196
879,0.0175
880,0.0394
881,0.0286
882,0.0164
883,0.0278
884,0.03
885,0.0233
886,0.0277
887,0.014
888,0.0245
889,0.0253
890,0.03
891,0.0405
892,0.0417
893,0.0379
894,0.0363
895,0.0346
896,0.0375
897,0.0364
898,0.0394
899,0.038
900,0.04
901,0.0381
902,0.0362
903,0.0338
904,0.0501
905,0.0331
906,0.0429
907,0.0387
908,0.0362
909,0.0504
910,0.0412
911,0.0574
912,0.05
913,0.0398
914,0.0543
915,0.0443
916,0.0772
917,0.0763
918,0.0565
919,0.0622
920,0.0571
921,0.065
922,0.0769
923,0.0559
924,0.0776
925,0.0825
926,0.0658
927,0.0808
928,0.0723
929,0.0863
930,0.1096
931,0.0984
932,0.1096
933,0.104
934,0.1019
935,0.0938
936,0.1139
937,0.1472
938,0.1585
939,0.1635
940,0.1732
941,0.1492
942,0.1511
943,0.1552
944,0.1943
945,0.1959
946,0.1803
947,0.2026
948,0.2011
949,0.1897
950,0.2033
951,0.1977
952,0.1965
953,0.2102
954,0.1905
955,0.2004
956,0.183
957,0.2122
958,0.15
959,0.1701
960,0.1625
961,0.169
962,0.151
963,0.168
964,0.1448
965,0.1649
966,0.1353
967,0.1301
968,0.1406
969,0.1391
970,0.1421
971,0.1446
972,0.131
973,0.0981
974,0.1063
975,0.1018
976,0.0917
977,0.1134
978,0.1072
979,0.1049
980,0.1071
981,0.0947
982,0.085
983,0.0873
984,0.0848
985,0.0763
986,0.09
987,0.0776
988,0.0873
989,0.0726
990,0.0627
991,0.0794
992,0.0751
993,0.0669
994,0.079
995,0.0738
996,0.0743
997,0.0693
998,0.0806
999,0.0986
1000,0.0541
1001,0.0585
1002,0.0582
1003,0.0742
1004,0.0607
1005,0.0694
1006,0.0677
1007,0.0497
1008,0.0606
1009,0.0656
1010,0.0623
1011,0.064
1012,0.0463
1013,0.0545
1014,0.0461
1015,0.0602
1016,0.0502
1017,0.048
1018,0.0563
1019,0.0525
1020,0.0429
1021,0.0496
1022,0.0476
1023,0.0656
1024,0.057
1025,0.0467
1026,0.0536
1027,0.0485
1028,0.0504
1029,0.0411
1030,0.0555
1031,0.051
1032,0.0503
1033,0.0552
1034,0.0423
1035,0.056
1036,0.0453
1037,0.0482
1038,0.0673
1039,0.0467
1040,0.0438
1041,0.0504
1042,0.0585
1043,0.0503
1044,0.0594
1045,0.0538
1046,0.0517
1047,0.0307
1048,0.0429
1049,0.04
1050,0.04
1051,0.0476
1052,0.0367
1053,0.0354
1054,0.0516
1055,0.0655
1056,0.0446
1057,0.0462
1058,0.0565
1059,0.0619
1060,0.0527
1061,0.0521
1062,0.0371
1063,0.0455
1064,0.0436
1065,0.0403
1066,0.0312
1067,0.038
1068,0.041
1069,0.0436
1070,0.0424
1071,0.0521
1072,0.0473
1073,0.0507
1074,0.038
1075,0.0366
1076,0.0451
1077,0.0371
1078,0.0392
1079,0.042
1080,0.0428
1081,0.0435
1082,0.0405
1083,0.0578
1084,0.0418
1085,0.0427
1086,0.0391
1087,0.0512
1088,0.0564
1089,0.0427
1090,0.0531
1091,0.0421
